silhouette_dtw,davies_bouldin,calinski_harabasz,r2,smape
0.42202460795480945,0.9803398920820938,298.3794893900249,0.7740945774803553,37.96843095346501
0.42202460795480945,0.9803398920820948,298.3794893900249,0.7740945774803553,37.96843095346501
0.42202460795480945,0.9803398920820938,298.3794893900249,0.7740945774803553,37.96843095346501
0.42202460795480945,0.9803398920820938,298.3794893900249,0.7740945774803553,37.96843095346501
0.42202460795480945,0.9803398920820948,298.3794893900249,0.7740945774803553,37.96843095346501
0.42321236085118813,0.9806086213809856,299.59357985373174,0.774351015311257,38.23558178931052
0.42500371292801215,0.9844899303148299,301.03255017926926,0.7757054781131163,38.474114026023535
0.4288653665007572,0.9780713818886694,305.34243217460767,0.7754705950259784,38.75754334989993
0.4288653665007572,0.9780713818886699,305.34243217460767,0.7754705950259784,38.75754334989993
0.42202460795480945,0.9803398920820948,298.3794893900249,0.7740945774803553,37.96843095346501
