silhouette,davies_bouldin,calinski_harabasz,r2,smape
0.3703083586337905,0.9752646574703028,307.12520127572486,0.7751577236048218,39.03392432638087
0.3786569087396869,0.9608378876783137,308.59097958446245,0.7699040951770185,39.831633075857305
0.3703083586337905,0.9752646574703028,307.12520127572486,0.7751577236048218,39.03392432638087
0.3703083586337905,0.9752646574703031,307.1252012757249,0.7751577236048218,39.03392432638087
0.3703083586337905,0.9752646574703031,307.1252012757249,0.7751577236048218,39.03392432638087
0.3703083586337905,0.9752646574703028,307.12520127572486,0.7751577236048218,39.03392432638087
0.3703083586337905,0.975264657470302,307.12520127572486,0.7751577236048218,39.03392432638087
0.3703083586337905,0.9752646574703031,307.1252012757249,0.7751577236048218,39.03392432638087
0.3703083586337905,0.9752646574703031,307.1252012757249,0.7751577236048218,39.03392432638087
0.3703083586337905,0.9752646574703028,307.12520127572486,0.7751577236048218,39.03392432638087
